state_code,county_code,action_taken,loan_type,loan_purpose,lien_status,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,occupancy_type,income,debt_to_income_ratio,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,applicant_sex,denial_reason_1,denial_reason_2,rate_spread_valid,ltv_capped,dti_numeric,label,strata
DE,10005.0,1,1,1,1,2,2,295000.0,80.0,6.875,0.235,2,1,67.0,49,2,5,3,,8,2,10,,True,80.0,49.0,1,1_3
MI,26081.0,1,1,4,2,1,2,105000.0,52.807,8.24,0.05,2,1,,45,2,5,5,,8,1,10,,True,52.807,45.0,1,1_5
CA,6071.0,1,1,1,1,2,1,515000.0,74.692,7.99,,3,3,,,1,5,5,,8,2,10,,False,74.692,,1,1_5
PA,42017.0,1,1,1,1,2,2,275000.0,90.0,6.99,0.303,2,1,121.0,44,2,2,5,,5,1,10,,True,90.0,44.0,1,1_5
AR,5117.0,3,1,1,1,2,2,65000.0,,,,3,1,20.0,>60%,3,5,3,,8,2,1,,False,,65.0,0,0_3
MO,29015.0,1,1,1,1,2,2,295000.0,95.0,6.624,0.181,2,1,124.0,49,1,2,2,23,5,1,10,,True,95.0,49.0,1,1_2
CA,6087.0,3,1,1,1,2,2,415000.0,,,,3,1,135.0,44,1,1,5,,5,2,4,,False,,44.0,0,0_5
FL,12011.0,1,1,4,2,1,2,105000.0,61.67,8.25,-0.03,2,1,87.0,49,2,5,5,,8,1,10,,False,61.67,49.0,1,1_5
AZ,4019.0,1,1,1,1,2,2,355000.0,97.0,6.125,0.494,2,1,72.0,44,2,5,2,27,8,1,10,,True,97.0,44.0,1,1_2
CA,6029.0,3,3,32,1,2,2,275000.0,98.182,,,3,1,107.0,30%-<36%,2,2,5,,5,1,9,,False,98.182,33.0,0,0_5
TX,48303.0,1,1,1,1,2,1,315000.0,80.0,8.5,,3,3,0.0,,2,5,5,,8,2,10,,False,80.0,,1,1_5
GA,13089.0,1,3,31,1,2,2,715000.0,101.25,5.75,-0.464,2,1,,,2,5,3,,8,1,10,,False,101.25,,1,1_3
KY,21081.0,3,1,31,1,1,2,45000.0,,,,3,1,157.0,38,2,2,5,,5,1,7,,False,,38.0,0,0_5
NV,32003.0,1,3,1,1,2,2,425000.0,100.0,5.749,-0.825,2,1,84.0,50%-60%,2,5,5,,8,1,10,,False,100.0,55.0,1,1_5
KY,21111.0,3,2,1,1,2,2,275000.0,96.5,,,3,1,60.0,>60%,2,2,3,,3,1,1,,False,96.5,65.0,0,0_3
IL,17119.0,3,2,32,1,2,2,255000.0,80.0,,,3,1,78.0,50%-60%,2,2,5,,3,1,3,,False,80.0,55.0,0,0_5
TX,48453.0,1,1,1,1,2,2,405000.0,90.0,6.625,-0.186,3,1,129.0,39,1,5,5,,8,1,10,,False,90.0,39.0,1,1_5
TN,47157.0,3,1,32,1,2,2,155000.0,54.546,,,3,1,105.0,20%-<30%,2,5,3,,8,1,1,3,False,54.546,25.0,0,0_3
WI,55025.0,3,1,4,1,1,2,155000.0,23.742,,,3,1,498.0,>60%,2,2,5,,5,2,1,9,False,23.742,65.0,0,0_5
TX,48027.0,1,3,1,1,2,2,225000.0,,4.99,-1.039,2,1,61.0,50%-60%,2,1,1,5,6,1,10,,False,,55.0,1,1_1
MO,29169.0,1,1,1,1,2,2,155000.0,95.0,6.75,0.687,2,1,58.0,40,2,5,5,,8,1,10,,True,95.0,40.0,1,1_5
SC,45051.0,3,1,4,2,1,2,25000.0,74.022,,,3,1,46.0,50%-60%,2,2,5,,5,1,1,,False,74.022,55.0,0,0_5
NV,32003.0,3,1,4,2,1,2,105000.0,74.09,,,3,1,85.0,>60%,2,2,2,23,2,2,1,9,False,74.09,65.0,0,0_2
OH,39141.0,3,3,31,1,2,2,125000.0,,,,3,1,,,2,5,5,,8,2,3,,False,,,0,0_5
FL,12033.0,1,1,32,1,87,87,195000.0,,,,2,1,0.0,,2,5,5,,8,2,87,,False,,,1,1_5
NY,36071.0,1,1,1,1,2,2,445000.0,73.554,7.25,0.642,2,1,124.0,48,2,5,5,,8,2,10,,True,73.554,48.0,1,1_5
FL,12057.0,3,1,2,2,1,2,35000.0,64.41,,,3,1,85.0,49,2,5,5,,8,1,1,,False,64.41,49.0,0,0_5
TX,48113.0,1,2,1,1,2,2,305000.0,96.5,6.124,0.237,2,1,129.0,50%-60%,1,1,5,,5,2,10,,True,96.5,55.0,1,1_5
CA,6085.0,1,1,4,2,2,2,75000.0,76.18,11.375,5.915,2,1,151.0,44,2,5,3,,8,1,10,,True,76.18,44.0,1,1_3
AZ,4013.0,3,3,1,1,2,2,385000.0,100.0,,,3,1,67.0,50%-60%,2,5,3,5,8,1,1,,False,100.0,55.0,0,0_3
GA,13089.0,3,1,2,2,1,2,25000.0,49.06,,,3,1,88.0,30%-<36%,2,5,3,,8,2,3,,False,49.06,33.0,0,0_3
PA,42017.0,3,1,32,2,1,2,105000.0,51.304,,,3,1,422.0,20%-<30%,2,2,5,,5,1,4,,False,51.304,25.0,0,0_5
CT,9110.0,1,1,1,1,2,2,315000.0,90.0,6.25,0.186,2,1,105.0,47,2,2,2,21,2,1,10,,True,90.0,47.0,1,1_2
CA,6065.0,3,1,4,2,1,2,105000.0,33.51,,,3,1,43.0,>60%,1,5,5,,8,1,1,3,False,33.51,65.0,0,0_5
CA,6075.0,1,1,1,1,2,2,535000.0,80.0,7.624,1.235,3,1,215.0,30%-<36%,2,5,2,,8,2,10,,True,80.0,33.0,1,1_2
TN,47035.0,1,2,1,1,2,2,155000.0,101.5,6.5,0.66,2,1,36.0,44,2,2,5,,5,1,10,,True,101.5,44.0,1,1_5
VA,51127.0,1,1,2,2,2,2,75000.0,69.99,7.95,1.88,2,1,153.0,20%-<30%,2,5,5,,8,1,10,,True,69.99,25.0,1,1_5
NJ,34039.0,1,2,1,1,2,2,525000.0,96.5,7.125,1.59,2,1,123.0,49,2,2,3,,3,1,10,,True,96.5,49.0,1,1_3
TX,48201.0,1,1,1,2,2,2,5000.0,100.0,0.0,-6.93,2,1,54.0,47,1,5,5,,8,1,10,,False,100.0,47.0,1,1_5
CO,8031.0,1,1,1,1,2,2,1495000.0,71.521,5.875,-0.118,2,1,415.0,45,2,2,5,,5,1,10,,False,71.521,45.0,1,1_5
FL,12095.0,1,1,32,1,2,2,295000.0,59.898,6.875,0.845,2,1,87.0,43,3,5,5,,8,1,10,,True,59.898,43.0,1,1_5
MO,29007.0,1,2,1,1,2,2,115000.0,,6.375,0.426,2,1,52.0,37,2,5,5,,8,2,10,,True,,37.0,1,1_5
WV,54069.0,1,1,1,1,2,2,55000.0,97.0,7.0,2.398,2,1,33.0,30%-<36%,2,5,5,,8,2,10,,True,97.0,33.0,1,1_5
TX,48423.0,1,1,1,1,2,2,295000.0,70.16,7.0,0.396,2,1,87.0,43,2,2,5,,5,1,10,,True,70.16,43.0,1,1_5
OH,39021.0,1,1,4,2,1,2,15000.0,75.0,10.99,2.67,2,1,50.0,20%-<30%,2,5,5,,8,1,10,,True,75.0,25.0,1,1_5
NH,33011.0,1,1,31,2,1,2,205000.0,60.372,8.25,0.11,2,1,154.0,30%-<36%,2,2,5,,5,1,10,,True,60.372,33.0,1,1_5
IL,17163.0,3,1,4,1,2,2,25000.0,25.0,,,3,1,42.0,20%-<30%,2,5,2,,8,1,4,,False,25.0,25.0,0,0_2
TX,48121.0,1,1,1,1,2,2,595000.0,80.0,7.25,0.645,2,1,164.0,41,2,2,2,21,2,1,10,,True,80.0,41.0,1,1_2
PA,42045.0,3,1,4,2,2,2,35000.0,74.506,,,3,1,150.0,38,1,5,5,,8,1,9,3,False,74.506,38.0,0,0_5
WI,55087.0,1,1,1,1,2,2,505000.0,95.0,7.125,1.411,2,1,181.0,46,2,5,5,,8,1,10,,True,95.0,46.0,1,1_5
HI,15001.0,1,3,1,1,2,2,375000.0,100.0,6.75,-0.14,2,1,149.0,20%-<30%,2,5,4,41,8,2,10,,False,100.0,25.0,1,1_4
MI,26125.0,1,1,1,1,2,2,485000.0,95.0,6.125,-0.063,2,1,223.0,43,2,2,2,21,2,1,10,,False,95.0,43.0,1,1_2
WI,55133.0,1,2,32,1,2,2,155000.0,58.49,6.49,0.561,2,1,46.0,36,2,5,5,,8,2,10,,True,58.49,36.0,1,1_5
WA,53067.0,1,3,32,1,2,2,555000.0,100.0667,5.25,-0.68,2,1,0.0,,2,3,4,5,6,1,10,,False,100.0667,,1,1_4
IA,19157.0,1,1,1,1,87,87,215000.0,,,,2,2,200.0,,2,2,5,,5,1,87,,False,,,1,1_5
WV,54039.0,1,3,1,1,2,2,335000.0,86.16,6.75,0.538,2,1,115.0,49,2,2,5,,5,1,10,,True,86.16,49.0,1,1_5
KY,21111.0,1,1,1,1,2,2,205000.0,90.0,6.0,-0.13,2,1,66.0,30%-<36%,2,5,5,,8,2,10,,False,90.0,33.0,1,1_5
CO,8041.0,1,1,1,1,2,2,385000.0,95.0,6.625,0.212,2,1,84.0,46,2,5,2,,8,2,10,,True,95.0,46.0,1,1_2
CA,6067.0,3,1,2,1,1,2,155000.0,33.33,,,3,1,34.0,>60%,2,5,5,,8,2,1,,False,33.33,65.0,0,0_5
GA,13153.0,1,1,1,1,2,2,235000.0,71.548,4.5,-2.212,2,1,91.0,20%-<30%,2,5,5,,8,1,10,,False,71.548,25.0,1,1_5
CA,6013.0,1,1,1,1,2,2,1145000.0,61.291,7.0,0.385,2,1,379.0,43,2,3,5,,6,2,10,,True,61.291,43.0,1,1_5
NE,31109.0,1,1,1,1,2,2,105000.0,44.977,6.5,0.054,2,1,55.0,38,2,5,5,,8,1,10,,True,44.977,38.0,1,1_5
VA,51173.0,1,1,1,1,87,87,175000.0,,,,2,1,57.0,,2,5,5,,8,1,87,,False,,,1,1_5
TX,48019.0,1,3,1,1,2,2,165000.0,100.0,5.5,-0.01,2,1,72.0,50%-60%,1,5,5,,8,2,10,,False,100.0,55.0,1,1_5
TN,47157.0,3,1,1,1,1,2,275000.0,91.67,,,3,1,85.0,49,2,5,5,,8,1,1,,False,91.67,49.0,0,0_5
FL,12086.0,3,1,2,2,2,2,35000.0,66.601,,,3,1,135.0,30%-<36%,1,1,5,,5,1,9,,False,66.601,33.0,0,0_5
TX,48219.0,3,1,1,1,2,2,195000.0,,,,3,1,20.0,>60%,2,5,5,,8,2,3,1,False,,65.0,0,0_5
NY,36103.0,1,1,1,1,2,2,595000.0,92.0,7.0,0.439,2,1,140.0,46,1,1,5,,6,1,10,,True,92.0,46.0,1,1_5
IL,17197.0,1,1,4,2,1,2,45000.0,42.413,8.5,0.35,2,1,52.0,37,2,5,5,,8,2,10,,True,42.413,37.0,1,1_5
IL,17097.0,1,1,1,1,2,1,115000.0,50.0,6.625,,3,3,77.0,30%-<36%,2,5,2,21,8,1,10,,False,50.0,33.0,1,1_2
CA,6101.0,1,1,1,1,2,2,415000.0,77.57,6.875,0.685,2,1,184.0,38,2,2,5,,5,1,10,,True,77.57,38.0,1,1_5
OR,41005.0,1,1,32,1,2,2,765000.0,72.0,6.99,0.323,2,1,216.0,30%-<36%,2,2,5,,5,1,10,,True,72.0,33.0,1,1_5
ID,16001.0,1,1,1,1,2,2,355000.0,90.0,5.99,-0.657,2,1,113.0,30%-<36%,2,5,3,,8,1,10,,False,90.0,33.0,1,1_3
NY,36105.0,1,1,2,2,2,2,65000.0,57.057,7.5,0.84,2,1,96.0,42,2,5,5,,8,2,10,,True,57.057,42.0,1,1_5
ND,38101.0,1,3,1,1,2,2,305000.0,100.0,6.375,-0.496,2,1,107.0,>60%,2,5,5,,8,1,10,,False,100.0,65.0,1,1_5
NC,37001.0,1,1,2,2,1,2,105000.0,67.789,7.25,-0.46,2,1,166.0,30%-<36%,2,2,5,,5,1,10,,False,67.789,33.0,1,1_5
SD,46087.0,1,1,31,1,2,2,245000.0,79.82,6.375,-0.133,2,1,109.0,41,2,2,5,,5,2,10,,False,79.82,41.0,1,1_5
IA,19153.0,3,1,4,1,1,2,95000.0,52.2,,,3,1,18.0,>60%,1,5,5,,8,2,1,,False,52.2,65.0,0,0_5
MI,26125.0,1,1,1,1,2,2,705000.0,75.0,6.625,0.084,2,1,290.0,47,2,2,5,,5,1,10,,True,75.0,47.0,1,1_5
NC,37025.0,1,1,1,1,2,2,705000.0,80.0,6.624,0.291,2,1,322.0,38,2,2,2,23,5,1,10,,True,80.0,38.0,1,1_2
GA,13291.0,3,1,4,2,1,2,155000.0,81.739,,,3,1,246.0,30%-<36%,2,2,5,,5,1,3,,False,81.739,33.0,0,0_5
CA,6081.0,3,1,4,2,1,2,65000.0,13.16,,,3,1,43.0,>60%,3,5,3,,8,1,1,,False,13.16,65.0,0,0_3
CA,6007.0,1,3,1,1,2,2,355000.0,,6.75,0.164,2,1,96.0,36,2,5,5,,8,1,10,,True,,36.0,1,1_5
TX,48061.0,1,2,1,1,2,2,205000.0,96.5,6.625,0.687,2,1,73.0,,1,5,5,,8,1,10,,True,96.5,,1,1_5
MD,24037.0,1,1,1,1,2,2,225000.0,80.0,7.0,0.137,2,1,54.0,47,1,5,5,,8,1,10,,True,80.0,47.0,1,1_5
OR,41041.0,1,1,4,2,1,2,55000.0,71.625,8.5,,2,1,87.0,43,1,1,5,44,5,1,10,,False,71.625,43.0,1,1_5
UT,49057.0,1,1,31,1,2,2,405000.0,67.167,6.125,0.049,2,1,138.0,40,2,5,3,,8,1,10,,True,67.167,40.0,1,1_3
PA,42091.0,3,1,32,1,2,2,255000.0,68.12,,,3,1,200.0,20%-<30%,2,2,4,44,4,2,3,,False,68.12,25.0,0,0_4
NV,32003.0,1,1,1,1,2,2,235000.0,58.231,6.0,-0.863,2,1,106.0,20%-<30%,2,5,5,,8,1,10,,False,58.231,25.0,1,1_5
FL,12057.0,1,1,1,1,2,2,585000.0,80.0,6.125,0.023,2,1,245.0,41,2,2,5,,5,2,10,,True,80.0,41.0,1,1_5
VA,51107.0,1,1,2,2,2,2,45000.0,26.373,9.4,3.68,2,1,198.0,30%-<36%,2,5,5,,8,1,10,,True,26.373,33.0,1,1_5
FL,12115.0,1,1,1,1,2,2,285000.0,99.561,6.625,0.181,2,1,63.0,45,1,5,5,,8,2,10,,True,99.561,45.0,1,1_5
ID,16001.0,1,1,1,1,2,2,375000.0,90.0,6.625,0.326,2,1,144.0,30%-<36%,2,3,5,,6,2,10,,True,90.0,33.0,1,1_5
CO,8045.0,1,1,4,1,2,2,105000.0,25.52,7.375,0.943,2,1,159.0,<20%,1,1,5,,5,1,10,,True,25.52,10.0,1,1_5
,,3,2,1,1,2,2,75000.0,96.5,,,3,1,19.0,50%-60%,1,5,3,,8,2,1,,False,96.5,55.0,0,0_3
OH,39085.0,1,1,1,1,2,2,295000.0,97.0,6.875,0.279,2,1,120.0,43,2,2,5,,5,1,10,,True,97.0,43.0,1,1_5
TX,48241.0,3,1,1,1,2,2,55000.0,101.944,,,3,1,40.0,42,3,5,5,,8,1,3,9,False,101.944,42.0,0,0_5
CO,8005.0,3,1,32,1,2,2,295000.0,60.45,,,3,1,68.0,46,2,5,5,,8,1,3,,False,60.45,46.0,0,0_5
TN,47165.0,1,1,2,2,1,2,35000.0,54.07,9.68,1.4,2,1,103.0,42,2,5,5,,8,2,10,,True,54.07,42.0,1,1_5
CA,6017.0,1,1,32,2,2,2,185000.0,79.0,9.15,3.064,2,1,308.0,36,2,3,5,,5,1,10,,True,79.0,36.0,1,1_5
TX,48121.0,1,1,31,1,2,2,495000.0,67.724,6.125,-0.73,2,1,180.0,20%-<30%,2,5,2,21,8,1,10,,False,67.724,25.0,1,1_2
OH,39089.0,1,1,4,2,1,2,75000.0,37.21,8.7,0.56,2,1,54.0,49,2,5,5,,8,1,10,,True,37.21,49.0,1,1_5
WI,55049.0,1,1,1,1,87,87,325000.0,,,,2,1,100.0,,2,2,5,,5,1,87,,False,,,1,1_5
VA,51041.0,1,3,1,1,2,2,385000.0,100.0,5.5,-1.195,2,1,81.0,49,2,5,3,,8,2,10,,False,100.0,49.0,1,1_3
TX,48303.0,3,1,1,1,2,2,55000.0,,,,3,1,42.0,20%-<30%,2,5,5,,8,1,5,,False,,25.0,0,0_5
CA,6059.0,1,1,1,1,2,2,1995000.0,75.31,5.625,-0.617,2,1,494.0,44,2,5,2,,8,1,10,,False,75.31,44.0,1,1_2
MI,26037.0,1,1,32,2,1,2,145000.0,58.19,8.73,0.63,2,1,167.0,43,2,5,5,,8,1,10,,True,58.19,43.0,1,1_5
NC,37101.0,1,3,1,1,2,2,245000.0,41.569,5.5,-1.276,2,1,87.0,20%-<30%,2,2,5,,5,1,10,,False,41.569,25.0,1,1_5
PA,42133.0,1,1,1,1,2,2,765000.0,87.606,7.625,0.919,3,1,310.0,47,2,2,5,,5,1,10,,True,87.606,47.0,1,1_5
IN,18097.0,1,1,1,1,2,2,315000.0,78.519,7.5,0.4741,2,1,85.0,48,2,2,5,,5,1,10,,True,78.519,48.0,1,1_5
NM,35013.0,1,1,2,2,1,2,35000.0,58.76,12.25,5.8,2,1,101.0,49,1,5,5,,8,1,10,,True,58.76,49.0,1,1_5
SD,46099.0,1,1,32,1,2,2,565000.0,48.913,6.125,-0.677,2,1,127.0,48,2,2,5,,5,1,10,,False,48.913,48.0,1,1_5
WI,55101.0,1,1,32,2,2,2,45000.0,66.3,6.95,0.75,2,1,254.0,20%-<30%,2,2,5,,5,2,10,,True,66.3,25.0,1,1_5
TX,48157.0,1,1,1,1,2,2,425000.0,93.0,6.0,-0.60333,2,1,125.0,44,2,5,5,,8,1,10,,False,93.0,44.0,1,1_5
OH,39151.0,1,1,4,1,2,2,125000.0,27.0,6.875,0.794,2,1,131.0,38,2,5,5,,8,2,10,,True,27.0,38.0,1,1_5
WI,55075.0,1,1,1,1,2,2,85000.0,21.8,6.75,-0.848,2,1,26.0,40,2,2,5,,5,1,10,,False,21.8,40.0,1,1_5
TX,48167.0,1,1,1,1,2,2,85000.0,,7.74,1.822,2,1,111.0,,2,5,5,,8,1,10,,True,,,1,1_5
MO,29105.0,1,2,1,1,2,2,295000.0,96.5,7.25,1.439,2,1,69.0,50%-60%,2,5,5,,8,2,10,,True,96.5,55.0,1,1_5
TX,48121.0,1,1,32,1,2,2,265000.0,75.0,6.75,0.718,2,1,95.0,39,2,5,5,,8,1,10,,True,75.0,39.0,1,1_5
WA,53057.0,1,1,4,2,1,2,75000.0,79.313,8.5,0.26,2,1,129.0,48,2,2,5,,5,1,10,,True,79.313,48.0,1,1_5
KY,21217.0,1,2,1,1,2,2,125000.0,86.2069,6.5,0.172,2,1,55.0,30%-<36%,2,1,5,,2,2,10,,True,86.2069,33.0,1,1_5
OH,39095.0,1,1,1,1,2,2,135000.0,90.0,6.625,0.174,2,1,47.0,46,2,5,5,,8,2,10,,True,90.0,46.0,1,1_5
CT,9130.0,1,1,1,1,2,2,305000.0,51.282,5.75,-0.398,2,1,308.0,<20%,2,2,5,,5,2,10,,False,51.282,10.0,1,1_5
NE,31153.0,1,1,2,2,1,2,45000.0,58.835,8.09,0.73,2,1,149.0,<20%,2,2,5,,5,2,10,,True,58.835,10.0,1,1_5
IN,18051.0,3,1,2,2,2,2,45000.0,,,,3,1,110.0,,2,2,5,,5,1,3,,False,,,0,0_5
VA,51171.0,3,2,32,1,2,2,265000.0,80.0,,,3,1,,>60%,2,5,5,,8,1,1,,False,80.0,65.0,0,0_5
GA,13185.0,3,2,32,1,2,2,185000.0,80.0,,,3,1,76.0,50%-60%,2,5,3,,8,2,4,,False,80.0,55.0,0,0_3
TX,48439.0,1,1,2,1,2,2,65000.0,13.158,6.64,0.451,2,1,110.0,30%-<36%,2,5,5,,8,1,10,,True,13.158,33.0,1,1_5
VA,51700.0,1,2,32,1,2,2,225000.0,80.0,6.25,0.805,2,1,105.0,20%-<30%,2,5,5,,8,1,10,,True,80.0,25.0,1,1_5
WA,53009.0,3,1,2,2,87,87,55000.0,,,,3,1,75.0,,2,5,5,,8,1,3,,False,,,0,0_5
MS,28073.0,1,1,1,1,2,2,235000.0,109.853,7.625,0.952,2,1,82.0,43,2,5,5,,8,2,10,,True,105.0,43.0,1,1_5
TX,48141.0,3,1,32,1,2,2,195000.0,82.4,,,3,1,53.0,50%-60%,1,1,4,44,5,2,1,,False,82.4,55.0,0,0_4
NY,36087.0,1,1,1,1,2,1,435000.0,75.0,8.125,,3,3,,,2,2,5,,5,1,10,,False,75.0,,1,1_5
TX,48167.0,1,1,31,1,1,2,265000.0,80.0,6.99,-1.11,2,1,105.0,36,2,5,5,,8,1,10,,False,80.0,36.0,1,1_5
TX,48415.0,3,1,2,2,2,2,45000.0,80.0,,,3,1,139.0,30%-<36%,1,2,5,,5,1,7,,False,80.0,33.0,0,0_5
FL,12099.0,3,1,1,1,2,2,665000.0,80.0,,,3,1,328.0,20%-<30%,2,2,3,,3,2,7,,False,80.0,25.0,0,0_3
NM,35013.0,1,2,1,1,2,2,375000.0,90.0,7.25,1.355,2,1,107.0,48,2,2,2,26,2,1,10,,True,90.0,48.0,1,1_2
GA,13215.0,3,3,32,1,2,2,265000.0,90.0,,,3,1,103.0,45,2,5,3,,8,2,1,3,False,90.0,45.0,0,0_3
TX,48209.0,1,1,1,1,2,2,125000.0,20.389,6.625,-0.13,2,1,200.0,<20%,2,5,5,,8,1,10,,False,20.389,10.0,1,1_5
MO,29107.0,1,1,1,1,2,2,185000.0,24.28,7.15,0.78,2,1,54.0,>60%,2,5,5,,8,1,10,,True,24.28,65.0,1,1_5
OH,39027.0,1,1,32,1,2,2,125000.0,36.494,6.99,1.056,2,1,148.0,30%-<36%,2,2,5,,5,1,10,,True,36.494,33.0,1,1_5
MO,29095.0,3,1,4,2,1,2,15000.0,,,,3,1,,50%-60%,2,5,1,3,8,1,3,,False,,55.0,0,0_1
LA,22057.0,1,2,1,1,2,2,215000.0,96.5,5.99,0.437,2,1,122.0,20%-<30%,2,5,5,,8,1,10,,True,96.5,25.0,1,1_5
FL,12103.0,1,1,4,2,1,2,75000.0,44.0,8.65,0.74,2,1,78.0,45,2,5,5,,8,2,10,,True,44.0,45.0,1,1_5
MS,28093.0,3,1,1,1,2,2,115000.0,103.195,,,3,1,48.0,30%-<36%,2,5,5,,8,1,3,,False,103.195,33.0,0,0_5
CA,6085.0,1,1,1,1,2,2,1555000.0,46.269,6.29,-0.017,2,1,677.0,42,2,2,2,21,2,1,10,,False,46.269,42.0,1,1_2
KY,21015.0,3,1,4,2,2,2,55000.0,91.111,,,3,1,75.0,>60%,2,5,1,5,8,2,3,,False,91.111,65.0,0,0_1
VA,51089.0,3,1,1,1,2,2,65000.0,,,,3,1,63.0,20%-<30%,2,2,5,,5,1,3,5,False,,25.0,0,0_5
NY,36103.0,1,1,2,2,1,2,65000.0,34.259,6.99,-0.44,2,1,169.0,38,2,2,5,,5,1,10,,False,34.259,38.0,1,1_5
NY,36011.0,1,2,1,1,2,2,125000.0,96.5,5.875,0.217,2,1,42.0,>60%,2,5,5,,8,1,10,,True,96.5,65.0,1,1_5
NJ,34003.0,1,1,2,2,1,2,105000.0,42.2,10.17,2.03,2,1,349.0,30%-<36%,2,2,5,,5,1,10,,True,42.2,33.0,1,1_5
AR,5091.0,1,1,1,1,2,2,395000.0,73.02,6.9,0.42,2,1,126.0,44,2,2,5,,5,2,10,,True,73.02,44.0,1,1_5
KY,21229.0,3,1,4,1,2,2,85000.0,53.333,,,3,1,67.0,<20%,2,5,5,,8,1,3,,False,53.333,10.0,0,0_5
IL,17031.0,3,1,1,1,2,2,165000.0,36.111,,,3,1,47.0,50%-60%,2,5,2,27,8,1,9,,False,36.111,55.0,0,0_2
NC,37179.0,1,1,1,1,2,2,225000.0,90.0,5.75,-0.924,2,1,83.0,36,2,5,5,,8,1,10,,False,90.0,36.0,1,1_5
NJ,34039.0,1,1,1,1,2,2,1565000.0,80.0,6.125,-0.419,2,1,2450.0,<20%,2,5,5,,8,1,10,,False,80.0,10.0,1,1_5
MS,28059.0,1,2,32,1,2,2,175000.0,80.0,6.25,-0.323,2,1,88.0,41,2,5,5,,8,1,10,,False,80.0,41.0,1,1_5
OK,40135.0,1,1,1,1,2,2,95000.0,78.254,8.3,1.863,2,1,124.0,20%-<30%,2,2,5,,5,2,10,,True,78.254,25.0,1,1_5
OH,39151.0,1,2,1,1,2,2,145000.0,96.5,6.75,0.923,2,1,58.0,36,2,5,5,,8,1,10,,True,96.5,36.0,1,1_5
TX,48467.0,1,2,1,1,2,2,245000.0,96.5,6.125,0.093,2,1,94.0,43,2,5,5,,8,1,10,,True,96.5,43.0,1,1_5
CA,6073.0,1,1,2,2,1,2,205000.0,67.88,6.99,-0.61,2,1,234.0,30%-<36%,1,1,5,,5,2,10,,False,67.88,33.0,1,1_5
GA,13295.0,1,1,1,1,2,2,755000.0,70.0,7.375,0.797,2,1,295.0,30%-<36%,2,2,5,,5,2,10,,True,70.0,33.0,1,1_5
GA,13089.0,3,1,2,2,1,2,25000.0,38.93,,,3,1,197.0,<20%,2,5,5,,8,1,7,,False,38.93,10.0,0,0_5
WI,55087.0,3,1,1,2,2,2,105000.0,80.163,,,3,1,45.0,>60%,1,5,5,,8,1,9,1,False,80.163,65.0,0,0_5
IA,19169.0,1,1,1,1,2,2,85000.0,85.1,8.49,2.375,2,1,101.0,<20%,2,2,5,,5,2,10,,True,85.1,10.0,1,1_5
NY,36101.0,1,1,4,2,87,87,35000.0,,,,2,1,101.0,,2,5,5,,8,2,87,,False,,,1,1_5
MI,26099.0,1,1,1,1,2,2,145000.0,80.0,7.0,0.302,2,1,75.0,39,2,5,5,,8,2,10,,True,80.0,39.0,1,1_5
TN,47009.0,1,3,32,1,2,2,495000.0,98.0,5.99,-0.282,2,1,201.0,30%-<36%,2,5,5,,8,1,10,,False,98.0,33.0,1,1_5
FL,12021.0,1,1,1,1,2,2,305000.0,60.0,7.1,0.281,3,2,272.0,43,2,2,5,,5,1,10,,True,60.0,43.0,1,1_5
CO,8001.0,1,1,32,2,1,2,55000.0,72.76,10.74,2.58,2,1,88.0,44,2,5,5,,8,2,10,,True,72.76,44.0,1,1_5
NC,37101.0,1,1,31,2,1,2,105000.0,65.981,7.5,-0.78,2,1,169.0,20%-<30%,1,2,5,,5,1,10,,False,65.981,25.0,1,1_5
CA,6009.0,1,1,32,1,2,2,95000.0,43.0,6.625,1.015,3,3,105.0,30%-<36%,2,2,5,,5,1,10,,True,43.0,33.0,1,1_5
WI,55079.0,1,2,32,1,2,2,235000.0,80.0,6.75,0.798,2,1,119.0,36,2,2,5,,5,1,10,,True,80.0,36.0,1,1_5
TX,48113.0,1,2,1,1,2,2,335000.0,100.427,7.625,1.965,2,1,117.0,36,1,1,5,,3,1,10,,True,100.427,36.0,1,1_5
CO,8059.0,1,1,1,1,2,2,345000.0,90.0,7.0,0.536,2,1,108.0,43,2,5,1,,8,2,10,,True,90.0,43.0,1,1_1
TX,48471.0,1,3,1,1,2,2,195000.0,100.0,6.75,-0.01,2,1,118.0,20%-<30%,2,1,5,,5,1,10,,False,100.0,25.0,1,1_5
ID,16019.0,1,1,4,2,1,2,45000.0,74.985,11.375,3.195,2,1,97.0,45,1,1,5,,5,1,10,,True,74.985,45.0,1,1_5
AL,1003.0,1,1,4,1,2,2,55000.0,23.321,7.2,1.48,2,1,34.0,39,2,5,5,,8,2,10,,True,23.321,39.0,1,1_5
TX,48085.0,1,1,1,1,2,2,485000.0,95.0,6.125,-0.26,2,1,113.0,39,2,5,2,21,8,2,10,,False,95.0,39.0,1,1_2
FL,12033.0,1,1,4,1,1,2,95000.0,34.992,6.99,-0.66,2,1,65.0,42,2,2,5,,5,2,10,,False,34.992,42.0,1,1_5
